Handedness,Player ID,Player Name,Date,Pitch ID,Pitch Type,Is Strike,Strike Zone Side,Strike Zone Height,Velocity,Total Spin,True Spin (release),Spin Efficiency (release),Spin Direction,Spin Confidence,Release Extension (ft),VB (trajectory),HB (trajectory),VB (spin),HB (spin),Horizontal Angle,Release Angle,Release Height,Release Side,Gyro Degree (deg),Unique ID,Height,Weight
L,1013314,Jake Liberta,Sat Oct 07 2023 3:40:19 AM,1696650019,Fastball,YES,-1.52,31.36,92.12,2410.9,2150.5,89.2,11:06,0.9,-,16.95,-14.13,16.9,-8.4,2.59,-1.34,5.33,-1.5,-26.88,1013314@1696650019,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:40:38 AM,1696650038,Slider,NO,19.86,18.29,77.8,2070.7,609.6,29.4,11:56,0.7,-,6.35,-0.05,6.3,0.6,3.9,-1.67,4.66,-1.5,-72.88,1013314@1696650038,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:41:00 AM,1696650060,Fastball,NO,11.93,35.94,89.23,2410.9,1989.8,82.5,11:08,0.8,-,16.06,-10.13,16.1,-7.5,3.46,-1.52,5.19,-1.07,-34.38,1013314@1696650060,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:41:45 AM,1696650105,Fastball,YES,2.54,41.1,90.24,2410.5,2160.8,89.6,11:04,0.9,-,17.01,-10.73,17,-8.7,2.48,-1.23,5.22,-0.97,-26.31,1013314@1696650105,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:41:59 AM,1696650119,Fastball,NO,-0.18,54.44,90.33,2411.5,2041.4,84.7,10:58,0.8,1.4899463653564453,17.05,-13.23,17,-9.8,2.32,0.04,5.32,-1.11,-32.16,1013314@1696650119,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:42:19 AM,1696650139,Fastball,NO,14.39,20.44,88.29,2276.4,2048.4,90,11:04,0.9,-,16.94,-10.59,16.9,-8.7,3.74,-2.53,5.15,-1.31,-25.86,1013314@1696650139,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:42:41 AM,1696650161,Fastball,NO,12.08,46.67,89.86,2399,2055.9,85.7,11:00,0.9,2.1488704681396484,16.23,-12.02,16.2,-8.9,3.37,-0.03,5.27,-1.05,-31.02,1013314@1696650161,72,195
L,1013314,Jake Liberta,Sat Oct 07 2023 3:43:03 AM,1696650183,Fastball,NO,17.29,20.2,89.71,2314,2055.6,88.8,11:08,0.9,2.117076873779297,17.35,-9.08,17.4,-8,3.61,-2.75,5.2,-1.08,-27.34,1013314@1696650183,72,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:54:56 PM,1696200896,Fastball,YES,2.72,18.95,89.14,2420.2,2388.9,98.7,1:30,0.9,-,15.01,18.76,15,15.3,-3.48,-2.6,5.4,1.81,-9.22,701990@1696200896,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:55:17 PM,1696200917,Fastball,NO,12.24,48.06,89.48,2356.8,2256.5,95.7,1:24,0.8,-,14.83,20.73,14.8,13.6,-2.75,0.22,5.38,1.77,16.77,701990@1696200917,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:55:32 PM,1696200932,Fastball,NO,14.33,50.4,89.1,2457.5,2447.6,99.6,1:12,0.9,-,17.26,15.84,17.3,12.7,-2.15,-0.15,5.41,1.82,5.14,701990@1696200932,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:55:51 PM,1696200951,Fastball,NO,11.06,41.34,85.87,2159.3,2151.2,99.6,1:14,0.9,-,16.52,16,16.5,12.6,-2.23,-0.9,5.6,1.61,4.97,701990@1696200951,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:56:37 PM,1696200997,Slider,NO,18.03,61.76,77.03,2026.1,278.5,13.7,10:06,1,-,1.61,-1.96,1.6,-3.4,-0.09,3.54,5.35,1.75,82.1,701990@1696200997,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:57:18 PM,1696201038,Fastball,NO,14.8,55.73,89.08,2207.5,2202.7,99.8,1:32,0.9,-,14.04,14.49,14,14.9,-1.98,1.16,5.28,1.8,3.8,701990@1696201038,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:57:52 PM,1696201072,Fastball,NO,2.41,48.5,88.66,2201.4,2198.7,99.9,1:34,0.9,-,14.05,14.57,14,15,-3.02,-0.24,5.37,1.71,2.85,701990@1696201072,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:58:45 PM,1696201125,Fastball,YES,-5.99,37.69,90.08,2160.5,2107.9,97.6,1:32,0.8,-,13.87,11.87,13.9,14.5,-3.42,-1.55,5.38,1.61,-12.67,701990@1696201125,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:59:06 PM,1696201146,Fastball,YES,-6.13,39.73,84.28,1121.1,1120.5,99.9,1:34,0.8,-,10.22,14,10.2,10.9,-3.66,0.72,5.41,1.6,1.86,701990@1696201146,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 10:59:23 PM,1696201163,Fastball,NO,16.1,48.2,90.02,2192.1,2191.8,100,1:30,0.9,-,14.49,14.76,14.5,14.5,-1.79,0.54,5.24,1.73,0.87,701990@1696201163,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:00:23 PM,1696201223,Slider,YES,9.28,28.25,74.97,2343.2,396.7,16.9,8:36,0.9,-,-0.64,-5.68,-0.6,-4.9,-0.72,1.29,5.29,1.9,80.25,701990@1696201223,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:00:48 PM,1696201248,Slider,YES,-8.16,21.86,76.22,2240.2,166.4,7.4,9:22,0.9,-,0.43,1,0.4,-2.7,-2.94,0.22,5.24,1.89,85.74,701990@1696201248,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:01:06 PM,1696201266,Fastball,NO,8.66,46.78,89.76,2254.4,2249.1,99.8,1:14,0.8,2.054464340209961,17.04,18.85,17,12.8,-2.81,-0.95,5.44,1.72,3.94,701990@1696201266,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:01:35 PM,1696201295,Slider,YES,-8.95,38.53,77.54,2306.2,701.1,30.4,8:00,0.7,1.9533061981201172,-3.22,-0.24,-3.2,-7.3,-2.75,0.54,5.4,1.81,72.3,701990@1696201295,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:02:10 PM,1696201330,Fastball,YES,-3.56,31.73,82.42,1196.3,1102.5,92.2,1:24,0.8,-,10.9,3.32,10.9,9.6,-2.9,-0.85,5.23,2.06,22.84,701990@1696201330,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:02:49 PM,1696201369,Slider,NO,-11.55,30.67,76.5,2235.2,160.8,7.2,8:12,0.9,-,-0.53,0.12,-0.5,-2.5,-3.06,0.63,5.29,1.8,85.87,701990@1696201369,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:03:10 PM,1696201390,Fastball,NO,-19.56,12.85,83.18,1146.2,1105.4,96.4,1:52,0.9,-,8.23,14.6,8.2,12.3,-5.2,-1.3,5.2,1.8,15.33,701990@1696201390,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:03:39 PM,1696201419,Slider,YES,-1.04,32.82,77.73,2371.5,417.2,17.6,8:28,0.9,-,-0.9,-0.19,-0.9,-4.9,-2.16,1.23,5.23,1.88,79.87,701990@1696201419,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:04:12 PM,1696201452,-,NO,-,-,90.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,701990@1696201452,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:04:43 PM,1696201483,Fastball,NO,-13.23,20.13,89.96,2359.7,2357,99.9,1:34,0.9,-,14.59,18.11,14.6,15.8,-4.73,-2.62,5.22,1.64,2.71,701990@1696201483,81.6,195
R,701990,Nick Agacki,Sun Oct 01 2023 11:05:03 PM,1696201503,Slider,YES,0.05,36.85,75.42,2311.4,337.1,14.6,9:56,0.9,-,1.55,-0.36,1.6,-4,-2.13,1.92,5.1,1.96,81.61,701990@1696201503,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:55:53 AM,1696643753,Fastball,YES,-2.6,40.28,87.19,2322.1,2312.1,99.6,1:20,0.9,2.086101531982422,16.69,17.46,16.7,14,-4.03,-0.56,5.46,2,5.32,701990@1696643753,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:56:11 AM,1696643771,Fastball,YES,6.11,28.31,87.4,2321.1,2263.8,97.5,1:50,0.9,2.102418899536133,12.15,12.38,12.1,17.2,-2.87,-0.81,5.16,2.09,12.76,701990@1696643771,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:56:25 AM,1696643785,Slider,NO,-12.63,20.75,75.04,2337.4,762.2,32.6,8:00,0.9,2.1146106719970703,-3.67,-10.27,-3.7,-7.8,-2.37,0.9,5.25,1.96,70.97,701990@1696643785,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:56:39 AM,1696643799,Fastball,YES,0.42,31.25,88.1,2332.4,2255.5,96.7,1:28,0.9,-,14.8,14.15,14.8,14.2,-3.39,-0.88,5.24,1.93,14.75,701990@1696643799,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:56:51 AM,1696643811,Fastball,YES,-1.05,39.67,86.1,2293.4,2288,99.8,1:36,0.9,-,14.2,20.15,14.2,15.9,-4.07,-0.09,5.25,1.91,3.93,701990@1696643811,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:57:27 AM,1696643847,Fastball,NO,21.76,58.7,88.31,2333.5,2269,97.2,1:28,0.9,1.9943256378173828,15.19,17.91,15.2,14.7,-1.61,0.75,5.36,1.8,13.51,701990@1696643847,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:57:44 AM,1696643864,Fastball,NO,-5.2,50.05,88.59,2426.1,2350.7,96.9,1:24,0.9,2.0971240997314453,15.69,15.92,15.7,14.4,-3.9,0.1,5.22,1.79,14.32,701990@1696643864,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:58:02 AM,1696643882,Fastball,YES,1.61,28.78,88.38,2377,2373.3,99.8,1:34,0.9,-,14.67,18.79,14.7,15.6,-3.67,-1.51,5.24,1.88,3.19,701990@1696643882,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:58:44 AM,1696643924,Fastball,NO,-14.33,26.1,87.33,2305.3,2295.9,99.6,1:34,0.9,2.1041736602783203,14.68,18.44,14.7,15.9,-4.95,-1.28,5.24,1.78,5.17,701990@1696643924,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:59:02 AM,1696643942,-,NO,-,-,88.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,701990@1696643942,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 1:59:51 AM,1696643991,Slider,NO,-8.92,9.69,75.49,2203.8,591.6,26.8,11:50,0.8,2.149587631225586,6.26,-0.56,6.3,-1.3,-2.91,-0.3,5.1,1.95,74.43,701990@1696643991,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:00:13 AM,1696644013,Fastball,NO,17.72,53.44,89.45,2324.3,2309.9,99.4,1:24,0.9,-,15.35,19.55,15.4,14,-2.26,0.46,5.19,1.9,6.39,701990@1696644013,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:00:37 AM,1696644037,Slider,NO,-19.79,10.33,76.27,2347.4,444.4,18.9,9:06,0.9,-,0.4,-6.54,0.4,-5.3,-3.24,0.02,5.04,1.79,79.09,701990@1696644037,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:01:25 AM,1696644085,Fastball,NO,10.79,55.27,86.12,2392.2,2384.4,99.7,1:32,1,-,14.84,16.45,14.8,15.7,-2.6,1.21,5.29,1.89,4.62,701990@1696644085,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:02:00 AM,1696644120,Fastball,YES,-3.69,31.96,88.45,2362.4,2356.6,99.8,1:16,1,2.1324901580810547,17.14,14.8,17.1,13.3,-3.51,-1.46,5.29,1.64,4.01,701990@1696644120,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:02:44 AM,1696644164,Fastball,YES,0.85,30.53,89.55,2370.8,2351.9,99.2,1:22,0.9,-,15.87,17.04,15.9,14,-3.47,-1.23,5.24,1.77,7.25,701990@1696644164,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:03:12 AM,1696644192,Slider,NO,-35.41,7.68,77.11,2356.1,166.4,7.1,11:58,1,-,1.66,-0.62,1.7,-1.1,-5.17,-1.05,5.11,1.79,85.95,701990@1696644192,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:04:51 AM,1696644291,Fastball,YES,8.47,31.42,88.42,2391,2366.1,99,1:20,0.8,2.0582942962646484,16.67,21.92,16.7,14,-3.34,-1.52,5.24,1.93,8.28,701990@1696644291,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:05:25 AM,1696644325,Fastball,YES,9.8,20.43,86.48,2362.3,2362.1,100,1:32,0.9,-,14.93,21.47,14.9,15.6,-3.01,-1.99,5.22,1.75,0.88,701990@1696644325,81.6,195
R,701990,Nick Agacki,Sat Oct 07 2023 2:05:43 AM,1696644343,ChangeUp,YES,2.05,26.77,76.38,2166.6,682.6,31.5,1:16,0.9,-,5.32,7.82,5.3,3.4,-2.51,0.97,5.15,1.98,71.64,701990@1696644343,81.6,195
L,965378,Devin Hayashi,Sat Oct 07 2023 3:13:32 AM,1696648412,-,NO,-,-,75.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,965378@1696648412,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:13:43 AM,1696648423,Slider,NO,-7.64,43.84,76.1,1930.1,1930,100,10:00,0.6,-,10.75,-15.02,10.8,-17.9,3.6,0.09,4.33,-2.01,0.44,965378@1696648423,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:14:02 AM,1696648442,Slider,NO,-8.74,13.26,77.06,1997.2,1989.4,99.6,10:06,0.9,-,11.71,-13.67,11.7,-17.6,3.18,-0.59,4,-2.18,5.07,965378@1696648442,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:14:18 AM,1696648458,-,NO,-,-,71.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,965378@1696648458,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:14:30 AM,1696648470,ChangeUp,NO,22.8,24.1,63.7,2314.3,1959.9,84.7,4:12,0.7,-,-12.35,16.25,-12.3,17.3,3.41,2.56,4.51,-2.09,-32.13,965378@1696648470,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:14:39 AM,1696648479,ChangeUp,NO,18.65,17.24,62.77,2346.2,1951,83.2,1:38,0.6,-,14.77,12.32,14.8,16.1,3.76,1.21,4.45,-2.19,-33.74,965378@1696648479,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:14:49 AM,1696648489,ChangeUp,NO,11,57.02,68.58,2276.4,836.1,36.7,1:22,0.7,-,6.56,11.73,6.6,6.7,2.74,2.93,4.39,-2.21,-68.45,965378@1696648489,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:15:05 AM,1696648505,ChangeUp,NO,-0.96,55.88,68.22,2362.8,664.2,28.1,2:26,0.6,-,2.11,1.07,2.1,7.6,3.15,2.49,4.48,-2.72,-73.67,965378@1696648505,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:15:18 AM,1696648518,Slider,NO,11.36,51.84,70.5,2410.5,451.3,18.7,3:14,0.7,-,-0.43,2.33,-0.4,5.6,3.79,3.26,4.27,-2.4,-79.21,965378@1696648518,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:15:36 AM,1696648536,ChangeUp,NO,-11.01,44.96,66.55,2220.1,2218.5,99.9,0:44,0.7,-,21.43,19.28,21.4,8.9,0.06,4.48,4.22,-2.58,2.22,965378@1696648536,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:15:51 AM,1696648551,ChangeUp,NO,10.93,40.76,66.94,2320.1,877.4,37.8,1:52,0.6,-,7.48,6.77,7.5,8.6,3.32,2.35,4.39,-2.11,-67.78,965378@1696648551,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:16:02 AM,1696648562,ChangeUp,NO,19.39,32.1,66.76,2224.7,790.5,35.5,1:56,0.6,-,7.67,5.27,7.7,8.2,4.42,1.43,4.33,-2.15,-69.19,965378@1696648562,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:16:15 AM,1696648575,Slider,YES,-1.3,34.87,76.53,2061.1,1979.4,96,10:06,0.8,-,11.34,-17.72,11.3,-17.1,4.68,1.02,4.06,-2.39,-16.19,965378@1696648575,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:16:48 AM,1696648608,Slider,YES,0.52,36.01,77.82,1982.6,1982.5,100,9:58,0.7,-,10.56,-24,10.6,-18.3,5.52,0.52,4.05,-2.13,-0.6,965378@1696648608,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:17:18 AM,1696648638,Slider,YES,-4.35,34.02,78.75,2154.4,2154,100,10:04,0.7,-,11.68,-15.2,11.7,-18.2,3.98,-0.18,3.97,-1.84,-1.11,965378@1696648638,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:17:38 AM,1696648658,ChangeUp,NO,30.81,15.52,67.63,2370.9,1752.1,73.9,4:10,0.6,-,-10.26,12.85,-10.3,15.6,4.74,0.91,4.03,-2.24,-42.35,965378@1696648658,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:17:59 AM,1696648679,-,NO,-,-,72.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,965378@1696648679,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:18:26 AM,1696648706,Slider,NO,10.85,36.5,80.26,2052.7,2052,100,10:06,0.7,-,11.75,-19.43,11.8,-17.6,5.88,0.51,3.88,-2.08,-1.52,965378@1696648706,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:19:08 AM,1696648748,Slider,YES,-8.74,40.67,73.25,1856.7,1845.1,99.4,9:26,0.8,-,5.29,-24.24,5.3,-20.3,4.67,3.18,3.71,-2.77,6.39,965378@1696648748,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:19:30 AM,1696648770,ChangeUp,NO,29.76,17.03,67.89,2313.8,1471.6,63.6,1:44,0.6,-,12.49,7.09,12.5,12.8,5.39,1.22,4.02,-2.22,-50.5,965378@1696648770,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:20:04 AM,1696648804,Fastball,YES,-4.89,39.49,80.33,2867,2847.1,99.3,1:26,0.4,-,17.29,-19.31,17.3,16.4,4.45,0.29,4.07,-2.12,-6.75,965378@1696648804,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:20:36 AM,1696648836,Slider,YES,-8.52,34.96,79.88,1982.1,1980.5,99.9,10:24,0.8,-,14.02,-15.61,14,-15.2,3.62,0.08,4.04,-2.13,2.29,965378@1696648836,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:21:06 AM,1696648866,Slider,NO,-18.01,35.97,73.64,1780.6,1774.1,99.6,9:26,0.8,-,4.95,-21.02,5,-19.9,3.3,2.26,3.74,-2.69,4.92,965378@1696648866,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:21:25 AM,1696648885,Slider,NO,0.22,47.11,79.96,2052.7,2051.6,99.9,10:00,0.6,-,10.76,0,10.8,-18.1,4.13,-0.53,4.06,-2.23,-1.84,965378@1696648885,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:22:56 AM,1696648976,Slider,YES,8.47,33.56,70.43,2254.5,366.8,16.3,3:14,0.5,-,-0.31,4.36,-0.3,4.9,3.53,-0.28,4.16,-2.14,-80.64,965378@1696648976,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:23:14 AM,1696648994,Slider,NO,-1.39,11.62,80.49,2088.9,2088.9,100,10:06,0.9,2.077129364013672,12.16,-23.06,12.2,-18,5.15,-0.34,3.77,-2.89,-0.2,965378@1696648994,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:23:48 AM,1696649028,Slider,NO,-18.49,50.36,78.44,2061.3,2060.9,100,10:02,0.4,-,11.62,0,11.6,-18.3,5.35,-3.81,4.52,-3.03,-1.01,965378@1696649028,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:24:27 AM,1696649067,Slider,NO,-3.67,47.09,79.87,2131,2126,99.8,10:08,0.7,-,12.31,-16.92,12.3,-17.5,4.22,0.5,4.06,-2.11,-3.94,965378@1696649067,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:25:26 AM,1696649126,-,NO,-,-,79.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,965378@1696649126,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:26:36 AM,1696649196,-,NO,-,-,82.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,965378@1696649196,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:26:54 AM,1696649214,ChangeUp,NO,6.63,14.98,74.51,1583.2,1561.4,98.6,0:30,0.4,-,18.58,0,18.6,5.3,6.11,-1.72,3.65,-1.83,-9.51,965378@1696649214,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:27:57 AM,1696649277,Slider,NO,-15.66,52.35,79.41,2132,2125.2,99.7,10:10,0.6,-,12.5,-12.23,12.5,-17.3,2.49,-0.57,4.23,-2.08,-4.6,965378@1696649277,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:28:28 AM,1696649308,Slider,NO,16.8,38.06,73.03,2278.8,226.6,9.9,11:34,0.5,-,2.28,-9.29,2.3,0.6,5.57,0.35,4.13,-2.03,-84.29,965378@1696649308,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:28:46 AM,1696649326,-,NO,-,-,79.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,965378@1696649326,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:29:11 AM,1696649351,Slider,NO,-1.5,48.6,79.18,2030.2,1949.7,96,10:06,0.7,-,11.07,-10.32,11.1,-16.8,3.85,0.78,4.21,-1.99,-16.19,965378@1696649351,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:29:29 AM,1696649369,Slider,NO,-11.61,32.64,79.17,1954.2,1953.7,100,10:00,0.9,-,10.63,-14.79,10.6,-17.7,3.15,0.96,3.8,-2.59,-1.27,965378@1696649369,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:30:16 AM,1696649416,Slider,NO,-0.51,45.12,78.9,1901.7,1898,99.8,9:54,0.6,-,9.68,-17.05,9.7,-18.1,4.53,-0.52,4.01,-2.05,-3.56,965378@1696649416,66,150
L,965378,Devin Hayashi,Sat Oct 07 2023 3:30:39 AM,1696649439,Slider,YES,7.15,21.52,74.68,1882.9,1882.8,100,9:30,0.6,-,5.75,-13.36,5.8,-20.2,4.6,-1.36,3.73,-1.53,0.61,965378@1696649439,66,150
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:40:28 AM,1696646428,Fastball,YES,-0.37,36.12,86.8,2063,1712,83,1:04,0.9,-,14.14,4.94,14.1,8.7,-2.2,-0.6,4.68,1.44,33.92,1122884@1696646428,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:40:39 AM,1696646439,Fastball,YES,6.48,18.46,85.14,2191.8,1939.6,88.5,0:58,0.8,-,16.21,8.15,16.2,9.1,-1.97,-2.23,4.25,1.29,27.76,1122884@1696646439,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:40:52 AM,1696646452,Fastball,NO,18.94,22.64,82.68,1716.7,1587.3,92.5,1:26,0.9,-,12.63,13.73,12.6,11.9,-1.49,-1.22,4.51,1.61,22.39,1122884@1696646452,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:41:08 AM,1696646468,Slider,YES,-4.37,21.05,75.07,2412.9,1144.3,47.4,9:04,0.9,-,0.54,-14.09,0.5,-11.9,-0.8,1.47,4.7,1.54,61.69,1122884@1696646468,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:41:19 AM,1696646479,Fastball,NO,12.41,42.15,87.26,2409.5,2006.2,83.3,1:08,0.8,-,14.84,11.72,14.8,9.9,-1.63,-0.28,4.73,1.34,33.63,1122884@1696646479,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:41:34 AM,1696646494,Fastball,NO,11.32,5.01,87.56,2113.3,1922.5,91,1:10,0.8,-,15.3,3.86,15.3,10.6,-0.85,-3.65,4.32,1.29,24.53,1122884@1696646494,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:41:50 AM,1696646510,Fastball,YES,-3.04,26.82,86.15,2197.1,1852.5,84.3,1:04,0.8,-,14.95,13.72,15,9.2,-3.19,-1.55,4.67,1.43,32.52,1122884@1696646510,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:42:25 AM,1696646545,Fastball,NO,-16.33,4.64,85.78,2106.3,1910.5,90.7,0:48,0.7,-,17.33,14.65,17.3,7.8,-4.33,-3,4.41,0.9,24.9,1122884@1696646545,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:42:58 AM,1696646578,Fastball,YES,-2.14,27.5,87.5,2274.9,2103.7,92.5,0:58,0.9,-,17.01,11.95,17,9.5,-2.72,-1.09,4.58,1.05,22.37,1122884@1696646578,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:43:23 AM,1696646603,Slider,YES,2.5,24.12,74.64,2469.6,1347.4,54.6,8:16,0.7,-,-4.32,-8.87,-4.3,-12.8,-0.33,0.01,4.88,1.2,56.94,1122884@1696646603,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:43:44 AM,1696646624,Slider,YES,-5.48,27.73,75.87,2549.9,879.4,34.5,8:44,1,-,-0.85,-10.03,-0.9,-9,-0.93,1.27,4.83,1.18,69.83,1122884@1696646624,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:44:10 AM,1696646650,Slider,NO,-13.71,19.73,75.51,2427.6,1028.3,42.4,7:50,0.8,-,-5.37,-14.42,-5.4,-9.2,-1.34,0.47,4.75,1.18,64.94,1122884@1696646650,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:44:42 AM,1696646682,Fastball,NO,12.56,25.63,87.48,2242,2000.2,89.2,1:00,0.8,-,16.26,12.87,16.3,9.2,-1.41,-1.86,4.66,1.07,26.86,1122884@1696646682,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:45:09 AM,1696646709,Slider,YES,-1.92,34.54,73.26,2586.6,1623.1,62.7,8:10,1,-,-5.75,-15.17,-5.7,-14.7,0,2.7,4.94,1.1,51.14,1122884@1696646709,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:45:33 AM,1696646733,Fastball,YES,-3.57,32.73,88.87,2285.1,2067,90.5,0:58,0.8,1.824472427368164,17.29,16.46,17.3,9.8,-3.2,-0.57,4.8,1.29,25.24,1122884@1696646733,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:46:06 AM,1696646766,Slider,NO,-18.5,18.32,75.2,2403.2,893.5,37.2,8:02,1,-,-3.88,-11.07,-3.9,-8.6,-1.97,0.75,4.87,1.06,68.17,1122884@1696646766,72,205
