Handedness,Player ID,Player Name,Date,Pitch ID,Pitch Type,Is Strike,Strike Zone Side,Strike Zone Height,Velocity,Total Spin,True Spin (release),Spin Efficiency (release),Spin Direction,Spin Confidence,Release Extension (ft),VB (trajectory),HB (trajectory),VB (spin),HB (spin),Horizontal Angle,Release Angle,Release Height,Release Side,Gyro Degree (deg),Unique ID,Height,Weight
R,1123259,Connor Dougal,Sat Oct 07 2023 1:37:06 AM,1696642626,ChangeUp,YES,2.88,19.89,77,1201.8,1160.2,96.5,1:50,0.8,-,8.94,13.02,8.9,12.9,-2.82,-1.03,4.61,1.37,15.13,1123259@1696642626,78,215
R,1123259,Connor Dougal,Sat Oct 07 2023 1:37:26 AM,1696642646,Fastball,YES,-0.73,38.8,85.91,1715.7,1532.9,89.3,0:52,0.8,-,15.04,14.76,15,7.2,-3.18,0.16,4.93,1.34,26.69,1123259@1696642646,78,215
R,1123253,James Yamasaki,Mon Oct 02 2023 2:57:01 AM,1696215421,Cutter,NO,-2.37,15.07,81.69,1980.3,1731.5,87.4,11:00,0.7,-,15.63,-6.15,15.6,-8.8,2.35,-3.21,4.48,-1.44,-29.03,1123253@1696215421,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 2:57:19 AM,1696215439,Slider,NO,10.79,53.18,83.9,2130.3,1551.9,72.8,10:48,0.7,-,12.26,-2.04,12.3,-8.5,3.29,0.1,5.01,-1.44,-43.24,1123253@1696215439,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 2:58:09 AM,1696215489,Slider,YES,9.86,25.36,84.89,2132.5,1593.2,74.7,10:48,0.7,-,12.77,0.22,12.8,-8.7,2.66,-2.34,4.79,-1.44,-41.66,1123253@1696215489,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 2:58:31 AM,1696215511,Cutter,YES,0.36,19.62,84.89,2072.7,1809.3,87.3,11:08,0.7,-,16.27,-2.82,16.3,-7.6,2.05,-3.12,4.55,-1.28,-29.2,1123253@1696215511,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 2:58:50 AM,1696215530,Slider,NO,-0.36,-13.86,77.66,1706.9,1676,98.2,10:38,0.7,-,15.03,0,15,-12.6,1.65,-4.3,4.23,-1.29,10.92,1123253@1696215530,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 2:59:15 AM,1696215555,Cutter,NO,-9.7,53.61,82.99,2095.3,1667.4,79.6,11:04,0.8,-,14.63,-3.69,14.6,-7.3,1.16,0.26,5,-1.34,-37.27,1123253@1696215555,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 2:59:36 AM,1696215576,Cutter,YES,5.46,32.14,83.5,2106.1,1379.3,65.5,11:16,0.7,-,12.61,-3.66,12.6,-4.7,2.64,-1.66,4.81,-1.35,-49.09,1123253@1696215576,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:00:18 AM,1696215618,Slider,NO,5.28,42.75,84.6,2117.9,1616,76.3,10:50,0.6,-,13.12,-6.8,13.1,-8.8,3,-1.97,4.8,-1.28,-40.27,1123253@1696215618,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:00:58 AM,1696215658,Cutter,NO,21.27,25.3,86.46,2204.6,1814.3,82.3,11:02,0.7,-,15.32,-3.82,15.3,-8,4.09,-2.82,4.84,-1.39,-34.62,1123253@1696215658,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:01:16 AM,1696215676,Slider,NO,18.62,25.78,83.96,2165.4,1666.6,77,10:46,0.7,-,13.2,-4.35,13.2,-9.3,4,-2.46,4.53,-0.98,-39.68,1123253@1696215676,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:01:40 AM,1696215700,Slider,NO,14.92,34.53,83.62,2151,1559.1,72.5,10:58,0.7,-,13.19,-1.98,13.2,-7.5,3.49,-1.78,4.65,-1.17,-43.55,1123253@1696215700,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:02:02 AM,1696215722,Cutter,NO,18.51,37.12,73.73,1933.6,1157.7,59.9,0:52,0.7,-,13.1,5.13,13.1,6.2,2.82,1.43,5.03,-1.21,-53.22,1123253@1696215722,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:02:28 AM,1696215748,Slider,NO,14.36,10.46,84.37,2214.8,1581.8,71.4,10:54,0.7,-,12.88,-2.88,12.9,-8,3.44,-3.92,4.42,-1.18,-44.42,1123253@1696215748,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:02:57 AM,1696215777,Cutter,NO,3.01,16.87,83.53,2152.5,1421.9,66.1,11:18,0.7,-,13.17,-4.22,13.2,-4.6,2.63,-3.18,4.81,-1.67,-48.66,1123253@1696215777,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:03:16 AM,1696215796,Slider,YES,1.06,24.65,83.64,2230.7,1645.5,73.8,10:52,0.6,-,13.17,-4.08,13.2,-8.5,2.32,-2.75,4.38,-1.17,-42.47,1123253@1696215796,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:03:55 AM,1696215835,-,NO,-,-,71.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696215835,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:04:19 AM,1696215859,Slider,NO,-6.49,9.86,83.09,2102,1517.7,72.2,10:52,0.8,-,12.64,-7.4,12.6,-8.1,2.03,-3.26,4.65,-1.62,-43.78,1123253@1696215859,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:04:43 AM,1696215883,Slider,NO,12,35.54,83.03,2067.3,1450.2,70.2,10:54,0.7,-,12.26,-8.89,12.3,-7.6,3.72,-1.23,4.9,-1.4,-45.45,1123253@1696215883,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:05:11 AM,1696215911,Cutter,YES,5.86,30.25,85.17,1980.8,1463.1,73.9,11:24,0.9,-,14.08,-1.92,14.1,-4.3,2.47,-0.99,4.85,-1.44,-42.39,1123253@1696215911,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:05:35 AM,1696215935,Cutter,YES,-7.17,39.5,85.22,2125,1711.8,80.6,11:00,0.8,-,14.54,-2.57,14.5,-8,1.38,-0.84,4.9,-1.59,-36.34,1123253@1696215935,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:06:14 AM,1696215974,Cutter,YES,7.98,29.38,84.03,2190.9,1747.6,79.8,11:10,0.8,-,15.5,-7.31,15.5,-6.7,3.24,-1.52,4.75,-1.12,-37.09,1123253@1696215974,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:06:34 AM,1696215994,Cutter,NO,-16.22,33.49,85.16,2203.9,1738.1,78.9,11:06,0.7,-,14.75,-4.96,14.8,-7.2,0.79,-2.29,4.84,-1.53,-37.94,1123253@1696215994,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:07:00 AM,1696216020,Cutter,NO,9.66,15.35,85.37,2134.5,1750.6,82,11:08,0.7,-,15.48,-4.34,15.5,-7.2,2.73,-3.54,4.63,-0.89,-34.9,1123253@1696216020,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:07:19 AM,1696216039,Cutter,YES,0.6,19.69,84.88,2237.6,1833.5,81.9,11:10,0.7,-,15.98,-3.84,16,-6.9,2.25,-3.13,4.71,-1.38,-34.97,1123253@1696216039,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:07:39 AM,1696216059,Cutter,YES,-6.64,29.53,73.04,2138.2,838.2,39.2,1:08,0.7,-,7.71,6.46,7.7,5.7,0.51,0.1,5.05,-1.5,-66.92,1123253@1696216059,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:08:10 AM,1696216090,Cutter,NO,17.48,32.63,83.98,2247.1,1456.1,64.8,11:26,0.7,-,13.4,-1.19,13.4,-3.7,3.46,-1.68,4.8,-1.15,-49.61,1123253@1696216090,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:08:24 AM,1696216104,Cutter,NO,-10.51,18.66,83.23,2185.8,1771,81,11:04,0.7,-,15.39,-10.74,15.4,-7.7,1.79,-3.22,4.62,-1.33,-35.88,1123253@1696216104,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:08:39 AM,1696216119,Slider,YES,9.05,24.66,82.82,2207.2,1603.7,72.7,10:52,0.7,-,12.95,-1.02,13,-8.3,2.87,-2.41,4.62,-1.28,-43.4,1123253@1696216119,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:09:03 AM,1696216143,Fastball,NO,17.31,49.86,82.41,1447,768.2,53.1,1:40,0.6,-,4.09,0.66,4.1,6.5,3.4,0.51,4.93,-1.56,57.93,1123253@1696216143,72,190
R,1123253,James Yamasaki,Mon Oct 02 2023 3:09:21 AM,1696216161,Slider,NO,2.35,16.07,82.03,2171.4,1538.8,70.9,10:48,0.9,-,12.38,-4.13,12.4,-8.3,2.53,-2.18,4.8,-1.59,-44.87,1123253@1696216161,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:06:43 AM,1696644403,Fastball,NO,22.64,45.07,80.4,2241.9,1683.5,75.1,1:26,0.9,-,11.74,13.33,11.7,10.7,-2.51,1.57,4.73,2.86,41.33,1123253@1696644403,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:07:04 AM,1696644424,Fastball,YES,4.9,38.85,78.47,2222.7,1686.9,75.9,1:24,0.7,-,12.22,11.35,12.2,10.8,-4.14,-0.16,4.61,2.54,40.63,1123253@1696644424,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:07:16 AM,1696644436,Fastball,YES,8.84,31.17,78.24,2209.5,1774.8,80.3,1:40,0.7,-,11.24,14.85,11.2,13,-4.01,-0.98,4.48,2.52,36.56,1123253@1696644436,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:07:28 AM,1696644448,ChangeUp,NO,7.91,16.25,75.83,2181.6,2040.1,93.5,1:58,0.7,-,10.69,12.79,10.7,17.5,-3.99,-1.69,4.22,2.33,20.76,1123253@1696644448,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:07:38 AM,1696644458,-,NO,-,-,67.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696644458,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:07:50 AM,1696644470,ChangeUp,NO,13.88,42.08,74.35,2074.1,1584.6,76.4,1:30,0.8,-,11.65,14.33,11.7,11.3,-3.55,1.23,5.09,2.87,40.18,1123253@1696644470,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:08:39 AM,1696644519,Fastball,YES,7.03,24.34,81.94,2185.1,1785.5,81.7,1:30,0.9,-,12.15,5.33,12.1,12.2,-3.05,-0.64,4.34,2.64,35.2,1123253@1696644519,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:09:03 AM,1696644543,-,NO,-,-,72.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696644543,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:10:20 AM,1696644620,Fastball,NO,12.07,37.24,82.25,2306.6,1762.5,76.4,1:16,0.7,-,13.04,11.41,13,10,-3.33,-0.26,4.37,2.47,40.17,1123253@1696644620,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:10:37 AM,1696644637,Slider,YES,-1.24,23.94,73.03,2510.3,820.5,32.7,9:34,0.9,-,2.36,-8.72,2.4,-8.5,-2.65,0.8,4.51,2.84,70.92,1123253@1696644637,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:11:07 AM,1696644667,-,NO,-,-,82.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696644667,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:11:25 AM,1696644685,Fastball,NO,19.63,15.81,84.57,2297.2,1876.4,81.7,1:16,0.8,2.123851776123047,14.02,17.34,14,10.8,-3.28,-0.5,4.2,3.17,35.23,1123253@1696644685,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:11:46 AM,1696644706,Fastball,NO,31.49,34.95,82.91,1004.6,986.4,98.2,0:42,0.8,-,12.95,10.99,13,5.2,-1.54,1.83,4,3.18,-10.91,1123253@1696644706,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:12:08 AM,1696644728,Cutter,NO,19.06,30.29,81.22,3117.6,2331.4,74.8,11:26,0.6,-,17.41,9.62,17.4,-5,-2.68,-0.25,4.28,2.77,-41.6,1123253@1696644728,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:12:45 AM,1696644765,-,NO,-,-,82.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696644765,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:13:05 AM,1696644785,Slider,NO,30.67,31.76,74,2320,922.8,39.8,8:54,0.9,2.100862503051758,-0.16,-15.1,-0.2,-10.3,0.86,2.5,4.26,3.03,66.56,1123253@1696644785,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:13:36 AM,1696644816,Slider,NO,1.67,42.85,71.44,2390.9,1043.3,43.6,9:00,0.8,-,0.43,-12.85,0.4,-11.3,-2.04,2.57,4.64,2.88,64.13,1123253@1696644816,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:14:08 AM,1696644848,Slider,NO,-19.13,8.8,73.6,2418.3,942.4,39,9:12,0.6,-,4.74,-5.29,4.7,-10,-4.55,-1.42,4.24,1.98,67.06,1123253@1696644848,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:14:28 AM,1696644868,Fastball,NO,11.49,39.53,85.3,2245.3,1700.5,75.7,1:16,0.8,-,12.66,8.85,12.7,9.5,-2.97,-0.13,4.58,2.47,40.77,1123253@1696644868,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:15:01 AM,1696644901,Fastball,YES,2.82,19.94,82.97,2278,1759.9,77.3,1:22,0.8,-,12.35,6.45,12.4,10.6,-3.61,-1.77,4.1,2.42,39.41,1123253@1696644901,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:16:27 AM,1696644987,-,NO,-,-,79.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696644987,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:16:47 AM,1696645007,Slider,NO,-2.34,6.75,74.84,2341.7,420.3,17.9,8:58,0.8,-,0.14,-13.14,0.1,-5.2,-2.38,0.54,4.44,3.21,79.66,1123253@1696645007,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 2:17:09 AM,1696645029,-,NO,-,-,72.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696645029,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:50:00 PM,1696719000,Slider,NO,0.29,-4.72,77.89,1608,1578.1,98.1,10:36,0.8,-,14.5,-13.42,14.5,-12.8,3.57,-4.36,5.17,-1.99,11.07,1123253@1696719000,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:50:19 PM,1696719019,Slider,NO,-19.5,22.96,76.64,1477.7,1464.2,99.1,10:34,0.9,-,13.53,-10.89,13.5,-12.3,1.45,-1.67,5.28,-2,7.75,1123253@1696719019,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:51:05 PM,1696719065,Slider,NO,-2.38,49.65,84.33,2191.8,1627.2,74.2,10:56,0.8,2.1092166900634766,13.51,-12.24,13.5,-8,3.21,-0.15,5.21,-2.1,-42.07,1123253@1696719065,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:51:56 PM,1696719116,Cutter,NO,-11.19,24.7,85.67,2205.4,1782.7,80.8,11:02,0.8,-,15.03,-11.79,15,-7.9,2.21,-2.16,5.13,-1.92,-36.07,1123253@1696719116,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:52:13 PM,1696719133,Cutter,NO,-17.34,31.48,86.43,2193.5,1764.9,80.5,11:04,0.9,1.8519725799560547,15.61,-9.8,15.6,-7.9,1.31,-1.29,5.22,-1.84,-36.43,1123253@1696719133,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:52:39 PM,1696719159,Cutter,YES,-9.36,31.85,87.23,2209.5,1701.3,77,11:22,0.8,-,15.36,-5.97,15.4,-4.8,1.54,-1.93,5.06,-1.52,-39.65,1123253@1696719159,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:53:01 PM,1696719181,Cutter,NO,-12.96,32.63,87.61,2280.1,1809,79.3,11:04,0.8,-,14.81,-6.43,14.8,-7.4,1.49,-1.99,5.23,-1.86,-37.5,1123253@1696719181,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:53:38 PM,1696719218,Cutter,YES,0.03,33.98,87.02,2239.8,1840.1,82.2,11:02,0.8,-,15.23,-1.24,15.2,-8,1.95,-0.87,5.1,-1.62,-34.76,1123253@1696719218,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:53:59 PM,1696719239,Cutter,NO,-12.83,27.22,87.24,2053.1,1501.4,73.1,11:22,0.9,-,14.15,-3.5,14.1,-4.3,1.08,-1.73,5.22,-1.74,-43.01,1123253@1696719239,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:54:23 PM,1696719263,Cutter,NO,-28.9,44.82,87.02,2101.2,1660.9,79,11:04,0.9,-,14.36,-5.11,14.4,-7.2,-0.28,-0.15,5.14,-1.74,-37.77,1123253@1696719263,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:54:43 PM,1696719283,ChangeUp,YES,7.45,22.3,76.53,2109.7,740.9,35.1,4:52,0.9,-,-6.17,7.4,-6.2,5.2,1.98,1.33,5.06,-1.73,-69.44,1123253@1696719283,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:55:20 PM,1696719320,Slider,YES,7.69,29.26,85.96,2041.3,1438.9,70.5,10:56,0.8,-,12.31,-0.04,12.3,-7.2,2.75,-1.78,5.1,-1.55,-45.18,1123253@1696719320,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:55:51 PM,1696719351,Slider,YES,-7.34,35.26,87.01,2235.5,1858.9,83.2,10:52,0.9,-,14.46,-8.55,14.5,-9.4,2.31,-0.3,5.01,-1.93,-33.74,1123253@1696719351,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:56:24 PM,1696719384,CurveBall,YES,-4.97,41.84,75.28,1839.7,960.5,52.2,5:44,0.8,-,-10.5,3.28,-10.5,2.4,0.94,2.16,5.18,-1.47,-58.53,1123253@1696719384,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:57:02 PM,1696719422,Slider,YES,3.6,26.62,86.63,2290.3,1653.4,72.2,10:50,0.9,-,12.57,-4.32,12.6,-8.3,2.87,-1.5,5.15,-1.9,-43.79,1123253@1696719422,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:57:37 PM,1696719457,Cutter,YES,-0.25,32.6,86.29,2143.7,1721.8,80.3,11:10,0.9,-,15.16,-9.16,15.2,-6.8,2.74,-1.26,5.23,-1.73,-36.57,1123253@1696719457,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:58:18 PM,1696719498,Cutter,YES,6.98,37.71,83.95,2108,1374.7,65.2,11:10,0.9,-,12.43,-4.74,12.4,-5.3,3.44,-0.26,5.06,-1.91,-49.3,1123253@1696719498,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:58:36 PM,1696719516,Cutter,YES,0.13,40.82,86.04,2150.6,1369.9,63.7,11:10,0.9,-,11.95,-0.63,12,-5.2,2.32,0.52,5.09,-2.01,-50.43,1123253@1696719516,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:58:58 PM,1696719538,Slider,NO,-12.8,29.6,84.38,2245.2,1889.4,84.2,10:56,0.9,-,15.23,-7.46,15.2,-9.1,1.68,-1.6,5.11,-1.94,-32.7,1123253@1696719538,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 10:59:20 PM,1696719560,Cutter,NO,-22.43,31.06,85.33,2116.1,1833.4,86.6,11:06,1,1.3955421447753906,17.92,-10.05,17.9,-8.6,1.02,-1.02,5.25,-2.01,-29.95,1123253@1696719560,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:06:37 PM,1696719997,Slider,NO,11.81,40.66,76.97,2019.2,1470.5,72.8,10:40,0.8,-,12.01,-2.26,12,-9.3,3.58,0.93,5.17,-2.01,-43.26,1123253@1696719997,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:06:48 PM,1696720008,Cutter,NO,-6.84,44.38,80.72,2149.3,1365.2,63.5,11:06,0.9,-,12.04,-2.67,12,-5.6,1.82,0.73,5.38,-1.96,-50.56,1123253@1696720008,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:07:00 PM,1696720020,ChangeUp,NO,13.87,29.66,73.1,1932.4,634.5,32.8,4:22,0.9,-,-4.56,4.45,-4.6,6.4,2.83,1.82,5.14,-1.74,-70.83,1123253@1696720020,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:07:15 PM,1696720035,Cutter,YES,-7.14,37.34,81.94,2082,1428,68.6,10:46,0.9,-,11.37,-2.88,11.4,-8.2,1.55,0.34,5.17,-1.71,-46.69,1123253@1696720035,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:07:51 PM,1696720071,Cutter,NO,-15.04,33.31,84.51,2119,1640.3,77.4,11:02,0.9,-,14,-8.23,14,-7.4,1.48,-1.39,5.29,-1.89,-39.28,1123253@1696720071,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:08:08 PM,1696720088,Cutter,NO,-3.37,45.66,85.89,2180.8,1357.5,62.2,11:12,0.9,2.149688720703125,12.15,-1.58,12.2,-4.9,1.81,0.26,5.13,-1.8,-51.5,1123253@1696720088,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:08:52 PM,1696720132,Cutter,NO,-20.25,44.55,84.75,2193.7,1556.9,71,11:24,0.9,-,14.18,0.43,14.2,-4.2,0.17,0.59,5.06,-1.87,-44.79,1123253@1696720132,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:09:13 PM,1696720153,Slider,YES,-5.61,31.76,81.41,2117,1502.1,71,10:46,0.8,-,11.92,1.34,11.9,-8.5,1.75,-0.76,5.09,-2.13,-44.8,1123253@1696720153,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:10:05 PM,1696720205,Cutter,YES,-4.83,29.2,84.74,2184.6,1143.5,52.3,11:10,0.8,-,9.96,3.37,10,-4.1,1.5,-0.56,4.99,-2.01,-58.44,1123253@1696720205,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:10:37 PM,1696720237,-,NO,-,-,72.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1123253@1696720237,72,190
R,1123253,James Yamasaki,Sat Oct 07 2023 11:11:57 PM,1696720317,Slider,YES,2.56,34.36,82.71,2270.3,1607.4,70.8,10:48,0.7,-,12.51,-4.65,12.5,-8.6,3.11,-1.58,4.84,-1.64,-44.93,1123253@1696720317,72,190
,,,,,,,,,92.41,,,,,,,,,,,,,,,,,,
